Name,Meaning
Mireya,miraculous.
Miriam,bitter.
Miroslav,peace and glory.
Mirra,myrrh.
Mirren,of the sea.
Misha,who is like God.
Misti,mist.
Misty,covered with mist.
Mitch,who is like God.
Mitchel,who is like God.
Mitchell,who is like God.
Mithun,couple.
Mitra,friend.
Mitul,limited or moderate.
Mitya,gift of God.
Miwa,harmony.
Miyako,beautiful night child.
Mizuki,beautiful moon.
Moana,ocean.
Modesta,modest.
Modesty,humility.
Mohamed,praiseworthy.
Mohammad,praiseworthy.
Mohammed,praiseworthy.
Mohan,attractive.
Mohit,attracted.
Mohsin,beneficent.
Moira,bitter.
Moises,drawn out of water.
Mollie,bitter.
Molly,star of the sea.
Mona,noble or solitary.
Monica,advisor or unique.
Monika,advisor.
Monique,advisor.
Monisha,intellectual.
Monroe,mouth of the river Roe.
Monserrat,jagged mountain.
Montague,pointed mountain.
Montana,mountain.
Monte,mountain.
Montgomery,mountain of the hunter.
Monty,mountain.
Moon,the moon.
Moore,from the moor.
Mora,blueberry.
Morad,desire.
Morana,death.
Mordecai,warrior.
Mordechai,warrior.
Moreen,bitter.
Morey,dark-skinned.
Morgan,sea warrior.
Morgaine,sea-born.
Morgana,sea-born.
Moriah,God is my teacher.
Morley,meadow on the moor.
Morna,beloved.
Morris,dark-skinned.
Morrison,son of Morris.
Morse,son of Maurice.
Mortimer,dead sea.
Morton,town on the moor.
Morty,dead sea.
Mose,drawn from water.
Moses,drawn from the water.
Moshe,drawn out.
Moss,drawn from water.
Mostafa,the chosen one.
Mouhamed,praiseworthy.
Mouna,water.
Moussa,drawn from water.
Moxie,spirited.
Moya,great.
Moyra,bitter.
Mubarak,blessed.
Mufasa,king.
Muhammad,praiseworthy.
Muhsin,charitable.
Muir,moor.
Muireall,bright sea.
Mukesh,lord of the three worlds.
Mukta,pearl or liberated.
Mukti,liberation.
Mukund,precious stone or Krishna.
Muna,wish or desire.
Munir,shining.
Munira,bright.
Murali,flute.
Murdoch,sea protector.
Muriel,bright sea.
Murphy,sea warrior.
Murray,sea settlement.
Musa,drawn from water.
Muskaan,smile.
Mustafa,the chosen one.
Muzamil,wrapped.
Mya,mine.
Myer,bright.
Myfanwy,my lovely one.
Myka,who is like God.
Myles,soldier.
Myra,poetic or fragrant oil.
Myrna,beloved or gentle.
misbah,lamp.
Myron,fragrant oil.
mariyam,bitter.
Myrrine,myrrh.
Myrtle,evergreen shrub.
Mysie,pearl.
marva,shining.

Naara, happy.
Nabil, noble.
Nabila, honorable.
Nachman, comforter.
Nadia, hope.
Nadine, hope.
Nadir, rare or precious.
Nadira, unique.
Naeem, benevolent.
Nafi, useful.
Nafisa, precious.
Nagi, safe.
Nahla, a drink of water.
Nahum, comforter.
Naia, wave or sea foam.
Nailah, successful.
Naima, pleasant.
Naina, eyes.
Naitik, ethical.
Naji, survivor.
Najib, distinguished.
Najma, star.
Nakia, pure.
Nakul, name of a Pandava.
Nala, beloved.
Nalin, lotus.
Nalini, lotus or lily.
Namdev, poet-saint.
Namit, modest.
namita, modest.
Namrata, humility.
Nan, grace.
Nana, grace.
Nanami, seven seas.
Nancy, grace.
Nand, joy.
Nanda, happiness.
Nandini, daughter or joyful.
Nandita, cheerful.
Nando, ready traveler.
Nanette, favor.
Nao, honest.
Naoko, obedient child.
Naomi, pleasantness.
Napoleon, lion of the woods.
Nara, happy.
Narayan, refuge of man.
Narendra, lord of men.
Naresh, king of men.
Narissa, sea nymph.
Nash, by the ash tree.
Nasir, helper.
naseem, breeze.
Nassim, breeze.
Nat, gift of God.
Natalia, born on Christmas.
Natalie, birthday of the Lord.
Nataly, Christmas born.
Natane, daughter.
Natasha, born on Christmas.
Nate, gift of God.
Nathalie, birthday of the Lord.
Nathan, he gave.
Nathanael, gift of God.
Nathaniel, gift of God.
Naticia, joy.
Natividad, nativity.
Natsuko, summer child.
Natsumi, beautiful summer.
Natti, gift.
Nature, the natural world.
Nava, beautiful.
Navdeep, light of novelty.
Navin, new.
Navneet, fresh butter.
Navya, modern or new.
Nawal, gift.
Nayan, eye.
Nayeli, I love you.
Nayla, winner.
Naz, pride.
Nazar, vision.
Nazareth, watchtower.
Nazir, observer.
Neal, champion.
Nealon, champion.
Neave, bright.
Nebula, mist.
Ned, wealthy guardian.
Nedda, Sunday.
Neehar, dew.
Neel, blue.
Neela, sapphire blue.
nakshatra, star.
Neelam, emerald.
Neely, son of Cornelius.
neha, love or rain.
Nehemiah, comforted by God.
Neil, cloud or champion.
Neila, closing.
nehal, love or rain.
Neith, divine mother.
Neka, wild.
Nell, bright one.
Nella, horn.
Nellie, shining light.
Nello, lion.
Nelly, stone.
Nelson, son of Neil.
Nemuel, day of God.
Neo, new.
Neoma, new moon.
Neona, new moon.
Nera, candle.
Neriah, lamp of the Lord.
Nerissa, from the sea.
Nero, strong or black.
Neroli, orange blossom.
Nerys, lady.
Nesbit, nose-shaped bend.
Ness, promontory.
Nessa, miracle.
Nessie, pure.
Nestor, traveler or wisdom.
Netta, plant.
Nettie, clean.
Neva, white as snow.
Nevada, snow-capped.
Nevaeh, heaven (reversed).
Neve, snow.
Neville, new village.
Nevin, holy or little saint.
Nevio, new.
Newton, new town.
Neya, new.
Nia, purpose or bright.
Niall, champion.
Niamh, bright or radiant.
Nibedita, dedicated.
Nic, victory of the people.
Niccolo, victory of the people.
Nichola, victorious.
Nicholas, victory of the people.
Nichole, victory of the people.
Nick, victory of the people.
Nickolas, people's victory.
Nicky, victorious.
Nico, victory of the people.
Nicola, victory of the people.
Nicolas, victory of the people.
Nicole, victory of the people.
Nicolette, people's victory.
Nicolo, victory of the people.
Nida, call.
Nidhi, treasure or wealth.
Niel, champion.
Nigel, dark or champion.
Nihar, mist or dew.
Niharika, dew drops or star.
Nika, victory.
Nikhil, complete or whole.
Niki, victory.
Nikita, unconquered.
Nikki, victory of the people.
Nikko, daylight.
Niklas, victory of the people.
Niko, victory.
Nikola, victory of the people.
Nikolai, victory of the people.
Nikolas, people's victory.
Nikole, victory of the people.
Nikon, victory.
Nila, dark blue.
Niles, son of Neil.
Nilo, Nile river.
Nils, victory of the people.
Nilufer, water lily.
Nima, sun or half.
Nimesh, momentary.
Nimish, split second.
Nimisha, twinkling of an eye.
Nimrat, humble.
Nina, little girl.
Ninad, sound.
Ninette, grace.
Niobe, fern.
Nira, plow or light.
Niraj, lotus flower.
Niran, eternal.
Nirav, quiet or silent.
Nirmal, pure.
Nirmala, clean or virtuous.
Nirupama, incomparable.
Nisha, night.
Nishant, dawn or end of night.
Nishat, happiness.
Nishka, honest.
Nissa, sign or emblem.
Nistha, faith.
Nitara, deeply rooted.
nitish, lord of law.
Nitesh, lord of law.
Nitin, follower of the right path.
Nitya, eternal.
Niva, expression.
nivas, residence.
Nivan, holy.
Nix, snow.
Nixon, son of Nicholas.
Niyati, fate or destiny.
Nizar, little.
Noa, movement.
Noah, rest or comfort.
Noam, pleasantness.
Noble, aristocratic.
Noe, rest.
Noel, Christmas.
Noela, Christmas.
Noelia, born on Christmas.
Noelle, Christmas.
Noemi, pleasant.
Noga, brightness.
Nola, fair-shouldered.
Nolan, champion or noble.
Noland, noble.
Noma, pleasant.
Nona, ninth.
Noora, light.
Noor, divine light.
Nora, honor or light.
Norah, shining light.
Norbert, bright north.
Noreen, honor.
Nori, belief or law.
Noriko, child of law.
Norm, from the north.
Norma, standard or from the north.
Norman, northman.
Normand, northman.
Norris, northerner.
Norton, north town.
Norwood, north forest.
Nova, new or star.
Novak, newcomer.
Novella, new.
Nox, night.
Noya, beautiful.
Nripesh, king of kings.
Nuala, fair-shouldered.
Nudara, gold.
Nuka, younger sibling.
Numa, law.
Nuncio, messenger.
Nuri, fire or light.
Nuria, light of God.
Nuru, born during daylight.
Nutan, new.
Nya, purpose.
Nyall, champion.
Nyasia, most beautiful one.
Nye, man of honor.
Nyra, beauty of Goddess Saraswati.
Nyree, flax.
Nyx, night.

Oak,strong and sturdy.
Oakley,meadow of oak trees.
Oana,God is gracious.
Obadiah,servant of God.
Obi,heart.
Ocean,vast body of water.
Oceana,from the ocean.
Octavia,eighth.
Octavio,eighth.
Odalis,wealthy.
Odele,song.
Odelia,praise God.
Odell,of the valley.
Oderic,wealthy ruler.
Odessa,long journey.
Odetta,wealthy.
Odette,little wealthy one.
Odhrán,pale green.
Odilia,prosperous.
Odin,inspiration or frenzy.
Odo,possessor of wealth.
Odolf,prosperous wolf.
Odysseus,wrathful or full of sorrow.
Ofelia,help.
Ofira,gold.
Ofra,fawn.
Ogden,from the oak valley.
Oisin,little deer.
Oksana,praise be to God.
Ola,ancestor's relic.
Olaf,ancestor's descendant.
Olalla,well-spoken.
Olan,cheerful.
Olathe,beautiful.
Oleander,evergreen shrub.
Oleg,holy.
Olena,shining light.
Olesia,defender of mankind.
Oletta,small winged one.
Alex,defender of men.
Olga,holy or blessed.
Oli,olive tree.
Olina,joyous.
Olinda,protector of property.
Olive,peace symbol.
Oliver,olive tree planter.
Olivia,olive tree.
Olivier,olive tree.
Ollie,olive tree.
Olwen,white footprint.
Olwyn,holy wheel.
Olympia,from Mount Olympus.
Oma,commander.
Omaira,long-lived.
Omar,flourishing or long-lived.
Omari,high-born.
Omega,the last.
Omer,first son.
Omid,hope.
Omri,sheaf of grain.
Ona,grace.
Ondine,little wave.
Onesimus,profitable or useful.
Oni,born on holy ground.
Onora,honor.
Oona,one or lamb.
Oonagh,unique.
Opal,precious gem.
Ophelia,help or assistance.
Opira,gold.
Ora,light.
Orabel,beautiful gold.
Oralee,my light.
Oran,pale.
Orane,rising.
Oranthal,gold.
Orbel,golden skin.
Orbin,gold-like.
Orchid,flower name.
Ordell,beginning.
Orell,from the hill.
Oren,pine tree.
Orestes,mountain man.
Ori,my light.
Oria,golden.
Oriana,sunrise or golden.
Oriel,golden or angel.
Orien,oriental.
Orin,fair-skinned.
Orina,peace.
Orion,rising in the sky or hunter.
Orla,golden princess.
Orlagh,golden lady.
Orland,famous land.
Orlando,famous throughout the land.
Orlee,light.
Orli,light is mine.
Orly,you are my light.
Orman,spearman.
Ormond,mountain of bears.
Orna,pine tree or cedar.
Ornan,rejoicing.
Orpah,fawn or back of the neck.
Orrell,ore hill.
Orren,pine tree.
Orrick,ancient oak.
Orrin,river name.
Orris,iris flower.
Orry,golden king.
Orsino,bear-like.
Orson,bear cub.
Orton,shore town.
Orville,gold town.
Orvin,spear friend.
Osama,lion.
Osane,health.
Osborn,divine bear.
Osbourne,god-like.
Oscar,spear of the gods.
Osgood,divine Goth.
Osha,shining.
Osher,happiness.
Oshun,goddess of love.
Osias,salvation.
Osip,God will increase.
Osiris,mighty or powerful.
Osito,little bear.
Osmond,divine protection.
Osric,divine ruler.
Ostin,magnificent.
Oswald,divine power.
Oswin,divine friend.
Otello,prosperous.
Othello,prosperous.
Othman,wise or powerful.
Otis,wealthy.
Ottilie,prosperous in battle.
Otto,wealth or fortune.
Ottoline,prosperous.
Ourania,heavenly.
Outi,gentle.
Ova,egg.
Owen,young warrior or well-born.
Owena,noble.
Oxford,crossing for oxen.
Oxley,ox meadow.
Oya,wind goddess.
Oz,strength.
Ozara,treasure.
Ozzie,divine power.
Ozzy,strong.

Pablo,little.
Pace,peaceful.
Pacey,peaceful.
Paco,eagle.
Paddy,noble.
Padma,lotus.
Padmesh,lord of lotus.
Padmini,lotus-like.
Page,attendant.
Paget,little page.
Paige,young servant.
Paine,countryman.
Paisley,church.
Pakhi,bird.
Palak,eyelash.
Palani,sky.
Pallab,new leaf.
Pallav,budding leaf.
Pallavi,new leaves.
Palma,palm tree.
Palmer,pilgrim.
Paloma,dove.
Pam,all honey.
Pamela,honey.
Pan,shepherd god.
Pancratius,all-powerful.
Pandora,all-gifted.
Pankaj,lotus flower.
Pansy,thought.
Pantaleon,lion.
Panth,path.
Paola,small.
Paolo,little.
Papillion,butterfly.
Para,highest.
Param,supreme.
Pari,fairy or angel.
Parina,angelic.
Paris,city name or prince.
Parish,cleric.
Park,forest or parkland.
Parker,park keeper.
Parkin,little Peter.
Parks,of the park.
Parlan,son of Talmai.
Parnell,little Peter.
Paron,mountain.
Parris,from Paris.
Parry,son of Harry.
Parth,prince.
Partha,charioteer.
Parul,beautiful flower.
Parva,festival.
Parvani,full moon.
Parveen,star.
Pascal,born on Passover.
Pascale,Passover.
Pascha,Easter.
Pasquale,Easter-born.
Pat,noble.
Patch,noble.
Patience,enduring.
Patricia,noblewoman.
Patrick,nobleman.
Patrizia,noble.
Patsy,noble.
Patten,noble.
Patterson,son of Patrick.
Patti,noble.
Patton,warrior's town.
Patty,noble.
Paul,small or humble.
Paula,little.
Paulette,small.
Paulina,little.
Pauline,small.
pavan,wind.
Paulo,small.
Pavel,small.
Pavithra,pure.
Pavlo,small.
Pavlov,son of Paul.
Pawel,humble.
Paxton,peace town.
Payal,anklet.
Payne,villager.
Payten,warrior's town.
Payson,son of peace.
Payton,noble.
Paz,peace.
Peace,tranquility.
Peach,fruit.
Pearce,rock.
Pearl,precious gem.
Pearlie,precious.
Pearson,son of Piers.
Pedro,rock.
Peggy,pearl.
Pelagia,from the sea.
Pelayo,ocean.
Pelham,homestead.
Pell,parchment.
Pello,stone.
Pemberley,from the barley hill.
Pembroke,headland.
Penance,repentance.
Penelope,weaver.
Peng,great bird.
Penn,hill or enclosure.
Penney,weaver.
Pennington,town of the penny.
Penny,weaver.
Penrod,famous ruler.
Peony,flower.
Pepita,God increases.
Pepin,determined.
Pepper,berry or spice.
Per,rock.
Perce,rock.
Perceval,valley piercer.
Percival,pierce the valley.
Percy,pierce valley.
Perdita,lost.
Peregrine,traveler.
Peri,mountain dweller.
Perla,pearl.
Perrin,little Peter.
Perry,pear tree.
Persephone,bringer of destruction.
Perseus,avenger.
Peta,golden eagle.
Pete,rock.
Peter,rock or stone.
Petra,rock.
Petronella,stone.
Petunia,flower name.
Peyton,fighting man's estate.
Phaedra,bright.
Phan,share.
Phelan,wolf.
Phelia,help.
Phelps,son of Philip.
Phil,lover of horses.
Philander,lover of mankind.
Philbert,bright.
Philemon,affectionate.
Philip,lover of horses.
Philippa,lover of horses.
Philippe,horse lover.
Phillip,horse lover.
Phillis,foliage.
Philo,friend.
Philomena,lover of strength.
Phineas,oracle.
Phoebe,bright or radiant.
Phoenix,reborn from ashes.
Phyllis,green bough.
Pia,pious or devout.
Picabo,shining waters.
Pickford,from the ford.
Pierce,rock.
Pierre,rock.
Piers,rock.
Pierson,son of Peter.
Pilar,pillar.
Pinga,dark.
Pink,light red.
Pino,pine tree.
Pinto,painted.
Pio,pious.
Piotr,rock.
Piper,flute player.
Pip,lover of horses.
Pippa,lover of horses.
Pippin,traveler or seed.
Piran,prayer.
Pitha,sun.
Pius,dutiful.
Placid,calm.
Placido,quiet.
Plato,broad-shouldered.
Platt,flat land.
Pleasance,pleasant.
Poe,peacock.
Polly,bitter or star of the sea.
Polo,swamp.
Pomona,apple.
Poni,horse.
Poppy,red flower.
Poria,fruitful.
Porter,gatekeeper.
Portia,offering or pig.
Posey,small bouquet.
Poul,small.
Prakash,light.
pranali,system or process.
Pramod,joy.
Pranav,sacred syllable Om.
Pranay,love or romance.
Praneet,modest.
pratik,waiting or hope.
pradip,light.
pratiksha,waiting or hope.
Prasad,offering.
Pratima,image or idol.
Pratish,hope.
Pratit,famous.
Pravin,skilled.
Precious,of great value.
Preeti,love.
Prem,love.
Prentice,apprentice.
Prescott,priest's cottage.
Presley,priest's meadow.
Preston,priest's town.
Pretoria,leader.
Price,son of Rhys.
Primrose,first rose.
Prince,royal son.
Princess,royal daughter.
Priscilla,ancient.
Prita,dear one.
Prithika,flower.
Prithvi,earth.
Priya,beloved.
Priyanka,dear one or beautiful.
Prosper,fortunate.
Prudence,cautious or wise.
Prue,shrewd.
Pruitt,little brave one.
Pryce,enthusiasm.
Pryor,head of a monastery.
Ptolemy,warlike.
Pua,flower.
Puck,mischievous sprite.
Puebla,town.
prerna,inspiration.
Punit,holy or pure.
purava,from the east.
param,system or process.
piyush,nectar.
piyal,flute player.
purav,east.
Purdy,proud.
Puri,town.
Purity,cleanness.
Puru,abundant.
Purva,east.
Pyper,flute player.
Pyrena,fire.

Qabil,able or son of Adam.
Qadeer,powerful.
Qadir,capable.
Qadira,powerful.
Qamar,moon.
Qasim,one who divides.
Qasira,patient.
Qiana,gracious.
Qing,clear or blue.
Qismat,fate.
Quade,fourth.
Quadir,capable.
Quana,aromatic.
Quang,bright.
Quant,clever.
Quartilla,fourth.
Quarto,fourth-born.
Quasar,meteorite.
Queena,queen.
Queenie,female ruler.
Quella,to pacify.
Quenby,womanly or queen's castle.
Quency,estate of the fifth son.
Quenisha,queenly.
Quennel,little oak.
Quentin,the fifth.
Querida,beloved.
Questa,searcher.
Quiana,soft.
Quick,lively.
Quigley,from the mother's field.
Quill,feather.
Quillan,cub.
Quillen,cub.
Quim,established by God.
Quin,wisdom or chief.
Quinby,queen's settlement.
Quincey,fifth son's estate.
Quincy,from the fifth son's estate.
Quinlan,slender and strong.
Quinlee,queen's meadow.
Quinn,descendant of Conn (wisdom).
Quinnell,wise.
Quinney,slender.
Quint,fifth.
Quinta,fifth.
Quintessa,essence.
Quintin,fifth-born child.
Quinton,queen's manor or fifth town.
Quintus,fifth.
Quique,home ruler.
Quirina,warrior.
Quirino,spearman.
Quito,from the edge.
Quiver,archer's case.
Quixley,broom-covered meadow.
Quon,bright.
Qurban,sacrifice.
Qusay,distant.
Qutub,pivot or pole star.

Raakel, innocent lamb.
Raanan, fresh or luxuriant.
Rabbi, my master.
Rabi, spring breeze.
Rachana, creation.
Rachel, ewe or lamb.
Rachelle, beautiful lamb.
Radha, prosperity or success.
Radhika, successful.
Radley, red meadow.
Rae, graceful bird or ewe.
Raegan, little ruler.
rani, queen.
Rafael, God has healed.
Rafaela, God heals.
Rafiq, kind friend.
Raghav, descendant of Raghu.
Ragini, melody or music.
Rahul, efficient or conqueror of miseries.
Rai, trust or lightning.
Raiden, thunder and lightning.
Raina, queen.
Raine, strong counselor.
Rainier, army advice.
Raisa, leader or rose.
Raizel, rose.
Raja, king.
Rajan, ruler.
Rajesh, lord of kings.
Rajiv, blue lotus.
Raleigh, red clearing.
Ralph, wolf counsel.
Ram, supreme or pleasing.
Rama, exalted.
Ramadan, ninth month of the Islamic calendar.
Ramiro, famous judge.
Ramon, wise protector.
Ramona, wise protector.
Ramsay, island of wild garlic.
Ramsey, ram's island.
Rana, noble or eye-catching.
Randall, shield wolf.
Randi, fair or protected.
Randolph, shield wolf.
Randy, brave protector.
Rane, pure.
Ranee, queen.
Rania, delightful.
Ranier, warrior.
Ranit, song.
Ranjan, delighted.
Rankin, little shield.
Ransome, son of the shield.
Rao, kingly.
Raoul, wolf counsel.
Raphael, God has healed.
Raquel, innocent.
Rasha, young gazelle.
Rashad, good judgment.
Rashid, rightly guided.
Rashmi, ray of light.
Rasmus, beloved.
Raul, wise counselor.
Raven, black bird.
Ravi, sun.
Ravin, dark-haired.
Ravindra, lord of the sun.
Ray, beam of light or wise protector.
Raya, friend.
Rayburn, roe deer stream.
Raylan, counselor.
Raymond, wise protector.
Rayna, queen.
Rayne, counselor.
Rayshard, brave counselor.
Rea, poppy.
Read, red-haired.
Reagan, little ruler.
Reanna, queen.
Reba, fourth born.
Rebecca, to bind or captivate.
Rebekah, captivating.
Red, red-haired.
Redford, red ford.
Redmond, wise protector.
Reece, enthusiasm.
Reed, red-haired.
Reef, coral ridge.
Reegan, royal.
Reena, gem.
Reese, passion.
Reeva, star.
Regan, king's child.
Reggie, wise ruler.
Regina, queen.
Reginald, king's advisor.
Regis, kingly.
rehan, fragrant.
Rehab, wide.
Reid, red-haired.
Reiko, grateful child.
Reilly, courageous.
Reina, queen.
Reinhard, brave counsel.
Reinhold, wise ruler.
Reis, head or chief.
Rekha, line or limit.
Remi, oarsman.
Remington, raven's town.
Remy, oarsman or remedy.
Ren, lotus or water lily.
Rena, joyous song.
Renata, reborn.
Renate, reborn.
Rene, reborn.
Renee, born again.
Renfred, peaceful raven.
Renjiro, clean and upright.
Renn, rebirth.
Renny, small but mighty.
Reno, gambler.
Renshaw, raven woods.
Renton, settlement of ravens.
Renzo, laurel.
Reshma, silky.
Reuban, behold, a son.
Reuben, behold a son.
Reva, rain or star.
Rex, king.
Rexana, queen of dawn.
Rey, king.
Reya, queen.
Reyna, peaceful.
Reynaldo, wise ruler.
Reynold, king's advisor.
Reza, contentment.
Rhea, mother or flowing.
Rhet, enthusiastic.
Rhett, advice or counsel.
Rhian, maiden.
Rhianna, great queen.
Rhiannon, divine queen.
Rhoda, rose.
Rhodes, where roses grow.
Rhona, rough island.
Rhonda, noisy river.
Rhys, enthusiasm or passion.
Ria, singer.
Rian, little king.
Riana, rich.
Rianna, queen.
Riaz, garden.
Ric, brave ruler.
Ricardo, powerful leader.
Riccardo, strong ruler.
Rich, wealthy or brave ruler.
Richard, brave ruler.
Richie, powerful ruler.
Richmond, powerful protector.
Rick, brave leader.
Rickey, brave ruler.
Rickie, powerful.
Ricky, strong ruler.
Rico, noble ruler.
Rider, horseman.
Ridley, reed meadow.
Rigby, ridge farm.
Rigel, foot.
Rigg, ridge.
Riina, pure.
Rika, brave.
Rikard, powerful ruler.
Riki, power.
Rikki, brave.
Riley, courageous or wood clearing.
Rilla, small brook.
Rina, queen or melody.
Rinaldo, wise ruler.
Rion, kingly.
Riona, queenly.
Ripley, strip of clearing.
Rishaan, lord Shiva.
Rishi, sage or saint.
Rishika, saintly.
Rita, pearl.
Ritesh, lord of truth.
Rithik, stream.
Riva, river bank.
River, flowing water.
Riya, singer or graceful.
Roald, famous ruler.
Roan, reddish-brown.
Roanne, reddish-brown.
Rob, bright fame.
Robbie, famous.
Robert, bright fame.
Roberta, bright fame.
Roberto, famous brilliance.
Robin, famous or bright.
Robyn, bright fame.
Rocco, rest.
Rochelle, little rock.
Rocio, dew.
Rock, stone.
Rockland, rocky land.
Rockwell, rock spring.
Rocky, stony.
Rod, famous ruler.
Rodas, roses.
Rodd, famous.
Roddy, famous ruler.
Roderick, famous ruler.
Rodger, famous spear.
Rodman, famous man.
Rodney, island near the clearing.
Rodolfo, famous wolf.
Rodrigo, famous ruler.
Roe, deer.
Roel, famous land.
Rogan, red-haired.
Roger, famous spearman.
Rohan, ascending or red-haired.
Rohit, red or first rays of the sun.
Roland, famous throughout the land.
Rolando, famous land.
Rolf, famous wolf.
Rolland, famous.
Rollo, famous wolf.
Roma, from Rome.
Romain, from Rome.
Roman, of Rome.
Romana, from Rome.
Romano, citizen of Rome.
Rome, capital of Italy.
Romeo, pilgrim to Rome.
Romilly, God's beloved.
Romina, from the land of Christians.
Romola, Roman woman.
Romulus, citizen of Rome.
Romy, dew of the sea.
Ron, wise ruler.
Rona, rough island.
Ronald, wise counselor.
Ronan, little seal.
Ronda, grand.
Roni, my joy.
Ronin, masterless samurai.
Ronit, song.
Ronnie, wise ruler.
Ronny, counselor.
Rook, raven.
Rooney, red-haired.
Roosevelt, rose field.
Roper, rope maker.
Roque, rest.
Rory, red king.
Rosa, rose.
Rosalba, white rose.
Rosalie, rose garden.
Rosalin, beautiful rose.
Rosalind, beautiful rose.
Rosalinda, beautiful rose.
Rosalyn, little rose.
Rosamond, protector of horses.
Rosanna, gracious rose.
Rosanne, rose.
Roscoe, deer forest.
Rose, flower name.
Roselle, rose.
Rosemary, dew of the sea.
Rosetta, little rose.
Roshan, bright or light.
Rosheen, little rose.
Rosie, rose.
Rosina, little rose.
Rosita, little rose.
Roslyn, rose.
Ross, headland or cape.
Roswell, horse spring.
Roxana, dawn.
rasika, one who appreciates art or music.
Roxanne, bright or dawn.
Roxie, dawn.
Roy, king.
Royal, kingly.
Royce, son of the king.
Roz, rose.
Rozalia, rose.
Ruark, famous ruler.
Ruben, behold a son.
Ruby, precious red stone.
Ruchi, light or beauty.
Ruchir, beautiful.
Rudie, famous wolf.
Rudolf, famous wolf.
Rudolph, famous wolf.
Rudy, famous wolf.
Rue, regret or herb.
Ruel, friend of God.
Ruff, red.
Rufina, red-haired.
Rufus, red-haired.
ritesh, lord of truth.
Ruggero, famous spear.
Rui, famous ruler.
Rumi, beauty.
Runa, secret lore.
Runar, secret warrior.
Rupert, bright fame.
Rupesh, lord of beauty.
Rupinder, lord of beauty.
Rushton, rush town.
Russ, red-haired.
rafeek, friend.
Russel, red-haired.
Russell, little red-haired one.
Rusty, red-haired.
Ruth, compassionate friend.
Ruthie, companion.
Ruvim, behold.
Ryan, little king.
Ryana, little queen.
Ryann, little king.
Ryder, horseman.
Rye, cereal grain.
Ryeland, land where rye grows.
Rylan, island meadow.
Ryland, land where rye grows.
Rylee, courageous.
Ryleigh, rye meadow.
Ryler, rye meadow.
Ryley, courageous.
Ryo, excellent.
Ryoji, good child.
Ryoko, refreshing child.
Ryota, stout and strong.
rashmika, ray of light.
raj,king.
Ryu, dragon.
rizwan, contentment.

Saad,good fortune.
Saanvi,goddess Lakshmi.
Saba,morning breeze.
Sabastian,venerable.
Sabina,Sabine woman.
Sabine,ancient Italian tribe.
Sabra,thorny cactus.
Sabre,sword.
Sabrina,from the river Severn.
Sacha,defender of man.
Sachi,child of joy.
Sachin,pure.
Sada,pure.
Sadie,princess.
Sadiq,truthful.
Saffron,yellow spice.
Safi,pure.
Safiya,untroubled or pure.
Sage,wise one or herb.
Sahara,desert.
Saharsh,joyful.
Sahil,shore or guide.
Said,happy.
Saige,wise.
Sailor,seafarer.
Saira,traveler.
Sakina,tranquility.
Sakti,power.
Sal,peace.
Salah,righteousness.
Salem,peace.
Salina,salty.
Salma,peaceful.
Salman,safe.
Salome,peace.
Salvador,savior.
Salvatore,savior.
Sam,told by God.
Saman,calm.
Samantha,listener.
Samar,evening conversation.
Samara,guardian or protected by God.
Samarth,powerful.
Sameer,jovial companion.
Sami,exalted.
Samir,wind or friend.
Samira,entertaining companion.
Samiullah,obedient to God.
Sammy,God has heard.
Sampson,sun man.
Samson,of the sun.
Samuel,name of God.
Samuella,asked of God.
Samyukta,united.
Sana,brilliance or praise.
Sanaa,radiance.
Sandeep,lighted lamp.
Sanderson,son of Alexander.
Sandi,defender.
Sandra,protector of humanity.
Sandro,defender of men.
Sandy,defender of mankind.
Sanjay,victorious.
Sanjeev,living or reviving.
Sanjana,gentle.
Sankar,shining.
Sansa,praise.
sanket,one who is calm.
Santiago,Saint James.
Santino,little saint.
Santos,saints.
Sanya,radiant.
Saul,asked for or prayed for.
Sava,old man.
Savanna,open plain.
Savannah,treeless plain.
Saverio,new house.
Savion,new house.
Savita,sun.
Sawyer,woodcutter.
Saxony,people of the dagger.
Saxton,Saxon's town.
Sayer,carpenter.
Saylor,dancer or seafarer.
Scarlet,bright red.
Scarlett,red fabric seller.
Schuyler,scholar.
Scot,from Scotland.
Scott,Scottish person.
Scottie,from Scotland.
Scout,first explorer.
Seamus,supplanter.
Sean,God is gracious.
Seanna,God is gracious.
Sebastian,venerable or majestic.
Sebastiana,venerable.
Sebastien,venerable.
Sedge,reed-like.
Sedona,place name.
Seeley,blessed or happy.
Seema,boundary or limit.
Sefa,pleasure.
Sefu,sword.
Seger,sea warrior.
Seira,holy or pure.
Sela,rock.
Selah,to pause and reflect.
Selby,village by the willow.
Selda,dark battle.
Selena,moon goddess.
Selene,moon goddess.
Selim,safe or sound.
Selina,moon.
Selma,divine protection.
Selwyn,friend at court.
Sem,name.
Seneca,ancient or old.
Senon,living.
Seon,virtuous.
Septimus,the seventh.
Sera,burning one.
Serafina,fiery one.
Seraphina,fiery-winged.
Serena,calm and peaceful.
Serenity,tranquil.
Sergio,attendant.
Sergius,servant.
Seth,appointed.
Sevan,holy water.
Seven,the number seven.
Severin,severe or strict.
Sevilla,from Seville.
Seward,sea guardian.
Seymour,marshy land near the sea.
Shae,admirable.
Shafali,fragrance.
